Wide(Inches),Weight(Pounds),Ram Size(GB),Ram Type,HDD,Processor,Battery(mAh),Camera(MP),Display,Label
15.8,2.98,4,DDR4,128GB,2.42,2743,1.2,OLED,3
14.3,3.01,8,DDR3,1TB,4.09,4436,3.1,OLED,4
10.3,0.93,16,DR2,16GB,1.3,3242,10,IPS-LCD,5
5.1,0.144,4,DR2,64GB,1.8,2179,1.3,IPS-LCD,6
14.6,5.94,4,DR2,1TB,2.32,4587,1.2,AMOLED,1
15.5,5.55,8,DDR4,128GB,2.77,3012,1.2,OLED,2
15.9,2.89,16,DR2,1TB,2.84,5831,1.9,AMOLED,3
15.1,3.12,8,DDR4,256GB,4.09,4517,4,OLED,4
11.5,0.82,4,DDR3,64GB,1.8,4140,3,LED,5
3.6,0.15,2,DDR3,16GB,2.96,2333,2,IPS-LCD,6
15.2,5.15,8,DDR4,512GB,1.89,2732,3.1,AMOLED,1
14.3,5.44,8,DDR4,256GB,2.52,2600,1.9,LTPS-SCREEN,2
16.0,2.39,8,DR2,128GB,3.26,2507,4,IPS,3
13.6,3.28,2,DR2,1TB,4.04,4006,2.1,IPS,4
11.3,0.73,4,DR2,16GB,2.36,3905,3,AMOLED,5
4.2,0.155,2,DR2,128GB,2.96,852,16,LED,6
13.3,3.53,8,DDR4,512GB,1.75,5003,1.2,IPS,1
14.8,4.04,2,DDR3,512GB,2.74,3106,1.9,IPS,2
15.9,2.81,2,DDR3,512GB,2.93,2411,2.1,IPS-LCD,3
14.0,3.61,2,DDR4,128GB,4.49,4550,1.2,OLED,4
11.8,1.48,16,DDR3,64GB,1.5,3487,10,OLED,5
4.5,0.156,8,DDR4,16GB,2.96,1162,6,IPS,6
14.5,4.06,8,DR2,256GB,1.86,5635,1.2,IPS-LCD,1
15.5,4.66,8,DR2,128GB,2.45,2999,1.9,OLED,2
15.7,2.37,16,DDR4,512GB,3.39,4300,4,LED,3
15.3,3.07,4,DDR3,256GB,3.92,4985,4,OLED,4
10.4,1.56,8,DDR4,64GB,1.5,2603,8,IPS,5
3.0,0.145,16,DR2,16GB,2.5,1775,13,IPS-LCD,6
13.7,2.59,2,DR2,128GB,2.43,5663,4,IPS-LCD,1
14.5,5.09,16,DDR3,128GB,2.91,3570,1.9,AMOLED,2
15.7,2.35,4,DDR3,1TB,2.66,5003,4,LTPS-SCREEN,3
15.1,3.3,16,DDR4,128GB,3.98,4933,2.1,LED,4
11.5,1.14,4,DDR4,16GB,2.36,4954,2,LED,5
3.2,0.149,8,DR2,64GB,2.5,1474,13,AMOLED,6
13.4,4.43,8,DR2,128GB,2.48,4062,1.2,IPS,1
14.7,5.6,4,DR2,512GB,2.63,2559,1.3,IPS-LCD,2
15.9,2.45,8,DDR3,256GB,3.21,4236,4,LTPS-SCREEN,3
14.9,3.2,2,DR2,256GB,4.14,4939,4,LED,4
11.5,0.89,4,DDR4,16GB,2.36,4255,4,AMOLED,5
4.9,0.185,8,DR2,32GB,1.5,3964,48,LED,6
15.2,6.31,16,DDR4,512GB,2.48,3055,1.9,LTPS-SCREEN,1
14.1,4.46,4,DDR4,128GB,2.55,3231,2.1,AMOLED,2
15.9,2.42,4,DR2,512GB,2.8,2502,1.3,OLED,3
15.0,3.77,16,DDR3,1TB,3.82,4762,3.1,LTPS-SCREEN,4
9.7,1.27,8,DDR3,64GB,1.8,2632,6,IPS,5
4.6,0.158,4,DDR4,128GB,1.8,3198,13,OLED,6
13.9,4.41,2,DDR3,256GB,3.15,5989,1.9,AMOLED,1
14.4,4.96,8,DR2,128GB,2.42,3274,1.3,LTPS-SCREEN,2
15.8,2.99,8,DR2,256GB,2.98,3511,2.1,OLED,3
14.4,2.91,16,DDR4,256GB,4.0,4011,1.2,AMOLED,4
10.4,0.9,8,DDR3,32GB,1.8,4815,6,IPS-LCD,5
4.7,0.135,16,DDR4,64GB,1.8,1947,6,LTPS-SCREEN,6
14.5,4.88,16,DDR3,128GB,3.1,2630,1.9,IPS-LCD,1
15.0,5.17,16,DR2,256GB,2.7,3003,1.9,IPS-LCD,2
15.6,2.32,2,DR2,512GB,3.04,4626,4,AMOLED,3
14.7,3.7,8,DDR4,128GB,4.16,4912,1.2,IPS-LCD,4
11.7,0.77,8,DDR3,32GB,1.5,3118,1.3,OLED,5
5.4,0.142,16,DDR3,128GB,1.5,812,32,LED,6
15.8,5.65,16,DR2,128GB,1.81,5636,1.3,LED,1
15.4,5.51,16,DR2,512GB,2.58,3815,1.9,IPS,2
15.7,2.36,4,DDR3,1TB,2.7,4193,2.1,IPS,3
14.3,3.21,2,DR2,1TB,4.01,3684,2.1,IPS,4
11.7,1.2,2,DDR4,32GB,1.8,2812,12,OLED,5
3.9,0.134,2,DDR4,128GB,2.36,2584,10,LED,6
15.9,7.02,8,DDR4,128GB,2.56,4391,3.1,OLED,1
15.1,4.93,2,DDR3,256GB,2.62,3191,1.9,OLED,2
15.7,2.99,16,DDR4,256GB,2.66,5348,1.9,LED,3
14.3,3.63,8,DR2,512GB,4.1,4340,1.3,LTPS-SCREEN,4
11.4,0.71,8,DR2,16GB,1.3,4965,3,IPS-LCD,5
5.0,0.163,4,DDR3,64GB,2.96,766,13,AMOLED,6
14.8,5.66,8,DDR3,128GB,3.36,3474,4,LED,1
15.3,4.57,16,DR2,512GB,2.4,2860,1.9,AMOLED,2
15.9,2.79,2,DR2,1TB,2.62,2023,3.1,OLED,3
15.2,3.61,4,DR2,512GB,4.0,3615,1.9,LTPS-SCREEN,4
9.9,1.12,4,DDR4,64GB,1.3,3934,12,AMOLED,5
3.5,0.182,4,DDR4,32GB,2.5,3976,13,OLED,6
15.1,5.1,2,DR2,256GB,3.4,5765,3.1,LTPS-SCREEN,1
14.4,5.94,16,DDR3,128GB,2.99,3148,4,OLED,2
15.8,2.43,8,DDR3,256GB,3.47,3693,1.3,IPS-LCD,3
14.6,3.1,4,DDR3,256GB,4.23,4171,4,IPS-LCD,4
10.8,1.64,8,DR2,16GB,1.3,3440,13,AMOLED,5
3.8,0.148,16,DR2,64GB,1.3,1938,32,IPS,6
13.8,6.63,2,DR2,256GB,2.82,4577,4,IPS,1
14.6,5.05,8,DDR4,512GB,2.45,3482,2.1,LED,2
15.9,2.59,16,DR2,128GB,3.0,3262,4,IPS,3
14.3,3.43,8,DR2,1TB,4.01,3825,1.2,LTPS-SCREEN,4
11.7,1.66,8,DDR3,16GB,1.5,4673,3,LTPS-SCREEN,5
4.0,0.131,16,DDR3,128GB,2.5,1382,3,OLED,6
14.2,5.92,8,DDR3,128GB,2.89,2388,3.1,LED,1
14.7,4.48,4,DDR4,256GB,2.63,3006,1.2,IPS,2
15.6,2.82,16,DDR4,128GB,3.21,4095,1.2,IPS-LCD,3
14.8,3.31,8,DR2,128GB,3.76,3947,1.3,OLED,4
10.2,0.82,16,DDR4,16GB,1.3,4041,10,LED,5
5.4,0.136,8,DDR3,16GB,1.5,629,13,AMOLED,6
14.3,5.45,8,DDR4,128GB,2.33,3907,1.2,LTPS-SCREEN,1
15.1,5.59,8,DDR3,256GB,2.74,2600,2.1,LED,2
16.0,2.39,2,DDR4,1TB,2.65,3392,2.1,AMOLED,3
14.2,3.6,16,DDR3,128GB,4.34,4921,1.9,AMOLED,4
11.6,1.38,16,DDR4,16GB,1.5,4173,2,LED,5
4.3,0.181,16,DDR4,64GB,2.96,2592,108,LED,6
13.9,7.65,8,DDR3,512GB,3.27,5832,3.1,IPS,1
14.4,4.14,8,DR2,1TB,2.59,3105,3.1,LED,2
15.9,2.61,16,DDR3,1TB,2.45,2774,1.9,LTPS-SCREEN,3
14.8,3.61,2,DDR4,128GB,4.24,3782,3.1,AMOLED,4
11.0,1.25,8,DDR4,64GB,1.5,4891,4,AMOLED,5
3.3,0.131,4,DDR3,16GB,2.5,3650,3,LTPS-SCREEN,6
15.2,6.49,2,DR2,512GB,2.92,3702,2.1,LED,1
15.3,4.92,8,DDR3,128GB,2.72,3762,4,IPS,2
15.9,2.42,16,DDR4,128GB,2.46,3070,1.2,AMOLED,3
14.2,3.15,4,DR2,512GB,4.1,4005,2.1,IPS,4
11.4,1.65,4,DDR3,16GB,1.3,4376,10,OLED,5
5.4,0.179,4,DR2,128GB,1.5,733,10,AMOLED,6
15.5,6.07,2,DDR4,256GB,2.28,5870,1.9,AMOLED,1
14.5,4.66,8,DR2,1TB,2.48,3842,3.1,IPS,2
15.6,2.7,2,DDR4,512GB,2.39,4655,1.3,AMOLED,3
15.0,3.16,4,DDR3,128GB,4.22,4301,1.9,LTPS-SCREEN,4
9.9,1.23,8,DDR4,16GB,1.3,4611,4,OLED,5
3.0,0.171,8,DDR3,128GB,2.5,1709,1.3,OLED,6
13.8,3.42,16,DDR4,256GB,2.89,5590,1.2,OLED,1
15.2,5.76,4,DR2,128GB,2.54,3629,1.2,AMOLED,2
16.0,2.32,4,DDR3,512GB,2.45,5279,4,LTPS-SCREEN,3
15.1,3.12,16,DR2,128GB,4.35,3853,1.3,AMOLED,4
11.8,1.46,16,DDR4,32GB,1.3,2841,13,IPS-LCD,5
5.4,0.149,2,DDR3,16GB,1.8,2179,8,IPS-LCD,6
15.8,3.19,16,DR2,128GB,2.19,4566,1.9,IPS-LCD,1
14.7,5.16,4,DDR4,128GB,2.32,2729,1.3,LTPS-SCREEN,2
15.7,2.81,2,DDR3,1TB,2.37,5951,2.1,LED,3
14.6,3.73,2,DR2,256GB,4.0,4137,2.1,OLED,4
10.9,1.67,2,DR2,64GB,1.3,3332,4,LTPS-SCREEN,5
3.8,0.131,16,DDR4,32GB,2.96,1653,32,LED,6
15.3,5.91,8,DDR4,1TB,3.3,3097,1.3,AMOLED,1
15.3,5.15,8,DDR3,256GB,2.93,2706,2.1,IPS-LCD,2
15.8,2.69,2,DDR4,1TB,2.39,3380,1.3,LED,3
14.8,2.96,16,DR2,512GB,3.86,4221,1.3,OLED,4
10.1,1.57,16,DDR3,16GB,1.3,4232,1.3,AMOLED,5
4.4,0.138,16,DDR3,16GB,1.8,3335,13,LED,6
13.3,2.69,16,DDR3,128GB,2.49,4191,1.9,AMOLED,1
14.1,4.75,8,DDR4,128GB,2.34,2510,4,OLED,2
15.9,2.37,8,DDR3,128GB,3.48,5344,3.1,LTPS-SCREEN,3
14.2,3.05,4,DDR4,256GB,3.93,3960,2.1,LED,4
11.1,1.09,8,DDR4,16GB,2.36,2972,12,OLED,5
4.4,0.178,4,DDR3,32GB,2.5,3608,12,LTPS-SCREEN,6
14.8,7.74,16,DDR4,512GB,3.09,5839,4,LED,1
15.0,4.51,16,DDR3,1TB,2.62,3458,1.9,LED,2
16.0,2.44,16,DDR4,256GB,3.48,5508,4,IPS-LCD,3
15.4,3.53,2,DR2,512GB,4.41,4941,3.1,IPS-LCD,4
11.6,0.82,16,DDR4,64GB,1.3,2522,2,LTPS-SCREEN,5
4.6,0.138,8,DR2,32GB,1.8,3711,10,IPS-LCD,6
13.4,6.14,4,DR2,1TB,3.3,4433,1.2,AMOLED,1
15.5,5.1,8,DDR3,256GB,2.31,2835,1.2,LED,2
15.6,2.42,2,DDR3,128GB,3.04,4408,2.1,IPS,3
13.9,3.08,16,DR2,1TB,3.78,4388,4,OLED,4
10.3,1.17,16,DDR3,32GB,1.5,3522,3,IPS-LCD,5
5.1,0.153,2,DDR3,32GB,2.5,2868,8,LTPS-SCREEN,6
13.5,2.61,2,DDR4,1TB,2.23,4104,1.2,LTPS-SCREEN,1
15.3,5.32,16,DDR3,256GB,2.88,3606,1.2,AMOLED,2
16.0,2.69,2,DDR4,512GB,2.56,4270,4,LED,3
13.7,3.28,2,DDR3,512GB,3.85,4730,1.3,LTPS-SCREEN,4
11.3,1.63,2,DDR4,16GB,1.8,4705,4,IPS-LCD,5
5.4,0.17,4,DR2,64GB,2.96,1899,10,IPS-LCD,6
14.5,6.04,2,DR2,1TB,2.78,5745,1.3,LED,1
14.1,4.41,8,DDR3,256GB,3.0,3991,2.1,IPS,2
15.9,2.51,8,DDR4,512GB,2.94,4534,1.9,IPS-LCD,3
15.4,3.07,8,DDR3,128GB,4.07,4931,2.1,IPS,4
11.5,1.4,2,DR2,64GB,1.3,4663,6,AMOLED,5
3.7,0.135,16,DDR3,32GB,1.8,1620,108,IPS-LCD,6
15.8,5.5,2,DDR4,1TB,1.72,4709,1.9,AMOLED,1
14.7,5.91,4,DDR3,512GB,2.72,3509,3.1,AMOLED,2
15.7,2.45,4,DDR4,1TB,2.72,3871,4,AMOLED,3
13.7,3.06,2,DDR4,1TB,4.43,3775,2.1,AMOLED,4
11.7,0.94,2,DR2,32GB,1.3,3066,13,OLED,5
5.1,0.179,16,DDR4,16GB,2.96,1835,3,IPS-LCD,6
14.8,6.12,2,DDR4,128GB,3.32,4421,2.1,IPS,1
14.3,4.63,2,DR2,512GB,2.88,3165,4,AMOLED,2
15.9,2.74,16,DDR4,128GB,2.3,4177,4,LED,3
15.4,3.1,16,DDR3,128GB,4.3,3809,3.1,IPS,4
10.4,0.75,8,DDR3,64GB,1.8,4195,4,LTPS-SCREEN,5
5.4,0.147,2,DR2,64GB,1.5,2106,10,LTPS-SCREEN,6
13.4,6.12,8,DDR4,512GB,2.25,5314,1.2,OLED,1
15.4,4.13,2,DDR4,128GB,2.6,3091,4,LED,2
15.9,2.54,16,DDR3,1TB,2.87,4313,3.1,IPS-LCD,3
14.4,3.11,8,DDR4,256GB,3.99,4868,1.9,IPS,4
11.3,0.8,4,DDR4,64GB,1.3,3287,2,AMOLED,5
3.7,0.136,8,DDR4,128GB,2.36,2006,12,IPS,6
13.0,4.1,8,DDR3,512GB,2.19,2214,2.1,IPS,1
14.3,5.38,4,DR2,512GB,2.62,3145,4,AMOLED,2
15.9,2.74,16,DDR4,1TB,2.97,5278,2.1,LED,3
14.3,3.47,2,DR2,256GB,4.38,4138,1.2,OLED,4
11.8,1.28,2,DR2,64GB,1.5,4363,13,AMOLED,5
5.4,0.179,2,DR2,64GB,2.36,1139,3,LTPS-SCREEN,6
13.1,4.78,4,DDR3,512GB,3.08,2742,4,IPS,1
15.0,4.87,4,DDR4,512GB,2.95,3702,3.1,IPS,2
15.7,2.48,2,DDR4,512GB,3.14,3736,1.2,IPS-LCD,3
14.8,2.92,16,DDR4,128GB,4.07,4606,3.1,OLED,4
10.7,0.73,8,DR2,16GB,1.3,3737,12,OLED,5
4.9,0.154,4,DR2,16GB,2.5,3678,48,LTPS-SCREEN,6
14.3,7.0,8,DDR4,512GB,2.28,4300,2.1,AMOLED,1
14.8,5.12,2,DDR3,256GB,2.68,2515,1.9,AMOLED,2
15.8,2.77,2,DDR3,512GB,2.47,2711,3.1,LED,3
14.3,3.57,4,DR2,1TB,3.77,4194,2.1,IPS-LCD,4
11.4,1.76,2,DDR3,16GB,1.5,4616,1.3,OLED,5
3.9,0.167,4,DDR3,64GB,1.5,996,8,LED,6
14.0,5.78,2,DDR3,256GB,2.26,5375,4,OLED,1
15.3,5.31,2,DR2,128GB,2.33,2870,1.3,IPS-LCD,2
15.6,2.79,16,DDR4,256GB,2.82,2896,2.1,AMOLED,3
14.1,3.15,16,DDR4,512GB,4.15,4579,1.9,LTPS-SCREEN,4
11.0,0.87,16,DDR3,16GB,1.3,3515,4,LED,5
5.0,0.17,8,DDR4,64GB,1.5,2447,16,LED,6
15.9,6.82,2,DDR3,512GB,2.99,2366,3.1,IPS,1
14.6,4.2,16,DDR3,256GB,2.93,2952,4,IPS-LCD,2
15.8,2.76,16,DDR4,256GB,3.3,4074,1.2,LED,3
14.3,2.99,4,DR2,512GB,4.38,4336,1.9,LED,4
10.6,0.89,4,DDR3,64GB,2.36,2590,3,LTPS-SCREEN,5
3.6,0.157,16,DDR4,32GB,2.36,1784,108,LED,6
14.1,2.68,8,DDR4,256GB,2.86,2044,1.2,IPS-LCD,1
14.2,5.02,8,DDR3,512GB,2.57,2563,4,AMOLED,2
16.0,2.56,16,DDR4,512GB,3.08,4037,3.1,AMOLED,3
14.7,3.13,16,DDR3,256GB,4.43,4652,2.1,OLED,4
10.1,1.34,4,DDR4,16GB,1.5,4401,3,IPS,5
3.6,0.147,4,DDR3,128GB,2.96,777,4,AMOLED,6
14.1,5.68,8,DDR4,1TB,1.94,2667,2.1,LED,1
14.9,4.67,2,DR2,512GB,2.74,3356,4,IPS-LCD,2
15.6,2.74,8,DDR4,1TB,3.13,2035,3.1,IPS-LCD,3
14.5,2.93,4,DDR4,512GB,4.13,3877,2.1,OLED,4
10.5,1.52,4,DDR4,64GB,2.36,4208,1.3,LED,5
3.4,0.13,8,DR2,64GB,2.36,3173,6,IPS-LCD,6
14.3,7.19,4,DDR3,128GB,1.87,3063,1.2,AMOLED,1
14.0,5.73,16,DDR4,512GB,2.95,3323,2.1,AMOLED,2
15.9,2.68,16,DDR4,1TB,2.46,3156,3.1,IPS,3
13.9,3.53,8,DR2,1TB,4.01,4660,4,AMOLED,4
11.4,1.27,2,DR2,16GB,1.5,4860,4,LED,5
5.1,0.186,4,DDR3,64GB,1.8,3018,48,LED,6
13.5,3.5,4,DR2,512GB,1.78,3175,3.1,AMOLED,1
15.2,5.02,2,DDR3,256GB,2.7,3053,2.1,OLED,2
15.7,2.91,16,DDR3,512GB,2.82,5190,1.2,AMOLED,3
15.5,3.39,8,DDR3,1TB,4.39,3985,1.3,OLED,4
11.0,1.23,16,DDR4,64GB,2.36,4210,2,IPS,5
3.7,0.15,4,DR2,16GB,1.3,1173,10,LED,6
13.7,3.49,16,DDR3,512GB,2.33,4575,1.9,AMOLED,1
14.2,5.88,4,DR2,128GB,2.54,2956,3.1,IPS,2
15.7,2.82,4,DDR3,1TB,3.47,2235,3.1,IPS-LCD,3
13.7,2.95,8,DDR4,1TB,3.86,4762,1.9,IPS-LCD,4
11.1,1.71,2,DDR4,32GB,2.36,3774,3,IPS-LCD,5
4.8,0.184,8,DDR4,32GB,1.5,1277,2,OLED,6
13.4,5.59,8,DDR3,512GB,2.72,5687,4,LED,1
15.4,5.53,16,DDR3,1TB,2.46,2991,1.2,LED,2
15.7,2.34,2,DDR3,1TB,3.37,2056,1.2,OLED,3
13.9,3.73,16,DDR4,1TB,3.74,4040,3.1,LTPS-SCREEN,4
10.1,1.5,2,DR2,32GB,2.36,3643,8,OLED,5
3.3,0.149,2,DR2,128GB,2.96,3236,4,LED,6
14.0,6.62,8,DDR4,256GB,3.44,4828,1.3,AMOLED,1
15.5,5.34,2,DR2,1TB,2.71,3182,4,LED,2
15.8,2.39,4,DDR3,256GB,2.81,4208,1.9,LED,3
14.8,2.97,4,DDR4,128GB,4.45,3676,1.2,LED,4
11.9,1.01,16,DDR4,16GB,1.3,2750,6,IPS-LCD,5
4.4,0.188,8,DDR3,16GB,2.5,3948,8,IPS,6
15.8,6.01,2,DDR4,256GB,3.2,4552,3.1,LED,1
15.2,4.31,8,DR2,128GB,2.95,2825,1.3,AMOLED,2
15.8,2.58,16,DR2,512GB,3.09,3057,1.9,LTPS-SCREEN,3
14.4,3.69,16,DDR4,1TB,3.77,4051,1.3,OLED,4
10.2,0.8,4,DR2,16GB,2.36,3024,3,LTPS-SCREEN,5
3.3,0.176,16,DR2,16GB,1.8,2082,1.3,OLED,6
15.4,6.29,4,DDR3,1TB,1.65,4857,4,LED,1
14.9,5.83,8,DDR4,256GB,2.41,3619,2.1,LED,2
15.6,2.43,8,DR2,512GB,2.58,2392,4,IPS,3
15.6,3.09,2,DDR4,512GB,4.1,4508,3.1,LED,4
10.5,0.93,8,DR2,32GB,2.36,3824,13,OLED,5
3.7,0.185,4,DDR4,32GB,2.96,1859,108,AMOLED,6
13.6,4.59,2,DDR3,512GB,2.63,5861,1.2,AMOLED,1
15.0,5.81,8,DDR4,128GB,2.34,3886,1.2,AMOLED,2
15.8,2.71,8,DR2,1TB,2.38,2975,1.2,IPS,3
15.5,3.04,16,DR2,1TB,4.04,3650,1.3,IPS-LCD,4
11.7,1.72,2,DR2,32GB,1.5,3172,4,AMOLED,5
5.3,0.154,16,DR2,64GB,1.3,3911,6,IPS,6
14.9,7.45,4,DDR4,256GB,2.36,4543,4,AMOLED,1
15.0,4.79,16,DDR4,128GB,2.87,3092,2.1,LED,2
15.8,2.49,8,DDR4,1TB,2.58,3465,1.9,AMOLED,3
15.2,3.52,16,DR2,256GB,4.2,3875,1.2,AMOLED,4
10.1,1.59,4,DDR3,16GB,1.3,3949,2,IPS,5
4.2,0.182,2,DDR4,64GB,1.5,1245,13,LTPS-SCREEN,6
13.2,5.52,8,DR2,512GB,2.74,3486,2.1,LED,1
15.6,5.18,4,DDR3,512GB,2.37,2761,2.1,IPS-LCD,2
16.0,2.86,8,DDR4,512GB,2.32,3888,3.1,IPS,3
15.1,3.27,2,DDR3,256GB,4.12,4313,3.1,IPS,4
11.1,0.71,8,DDR3,16GB,1.3,3147,13,AMOLED,5
3.3,0.185,8,DDR4,128GB,1.8,3871,32,OLED,6
13.1,6.94,8,DR2,512GB,2.7,2985,1.9,LED,1
15.0,4.04,2,DR2,512GB,2.7,3742,1.3,OLED,2
15.9,2.67,4,DDR3,256GB,3.19,3232,1.2,OLED,3
14.3,3.72,4,DDR3,128GB,4.48,4392,2.1,LED,4
11.0,1.27,2,DR2,64GB,1.8,4568,13,AMOLED,5
4.0,0.173,4,DDR4,128GB,2.36,2768,4,IPS,6
15.5,5.34,2,DDR4,128GB,1.77,2042,3.1,IPS-LCD,1
14.5,4.77,8,DDR4,128GB,2.88,2603,3.1,LTPS-SCREEN,2
15.8,2.8,4,DR2,1TB,3.16,5425,2.1,AMOLED,3
14.3,2.96,4,DDR3,1TB,3.79,3881,1.2,OLED,4
11.5,1.63,2,DDR3,64GB,1.3,4216,12,LTPS-SCREEN,5
3.7,0.176,2,DDR4,64GB,2.36,897,48,LTPS-SCREEN,6
14.8,2.85,2,DDR3,512GB,1.66,4403,3.1,OLED,1
14.8,4.03,2,DDR3,256GB,2.77,3804,1.2,OLED,2
15.8,2.38,16,DDR3,128GB,2.32,5525,2.1,LTPS-SCREEN,3
15.4,2.9,2,DDR4,1TB,3.76,4491,1.3,IPS-LCD,4
11.5,0.94,8,DDR3,32GB,1.5,4572,6,LTPS-SCREEN,5
5.5,0.162,8,DR2,16GB,2.5,1147,3,IPS-LCD,6
15.5,3.45,2,DDR3,256GB,1.92,3308,1.9,LTPS-SCREEN,1
14.8,4.9,8,DDR3,1TB,2.57,3784,1.9,IPS,2
15.7,2.73,16,DDR3,1TB,2.37,2649,4,AMOLED,3
13.8,3.59,4,DDR4,128GB,3.89,4623,2.1,LED,4
9.7,1.5,4,DDR4,16GB,1.5,3534,4,AMOLED,5
3.1,0.166,16,DDR3,64GB,2.36,1324,13,OLED,6
14.8,5.43,16,DDR3,1TB,3.21,4936,1.2,IPS-LCD,1
15.3,4.03,16,DDR4,512GB,2.53,3049,4,OLED,2
15.9,2.48,16,DDR4,128GB,2.45,3153,1.2,IPS,3
14.8,3.56,16,DR2,1TB,4.37,4808,1.2,IPS,4
10.5,1.57,2,DR2,64GB,2.36,2713,2,IPS,5
5.0,0.147,2,DDR3,128GB,2.96,2091,10,IPS,6
15.4,2.86,2,DDR3,128GB,2.69,2584,3.1,AMOLED,1
15.3,5.18,4,DDR4,256GB,2.88,2619,1.2,LED,2
15.8,2.94,4,DDR4,128GB,3.25,5617,3.1,AMOLED,3
15.2,3.78,8,DR2,128GB,3.89,3779,3.1,LTPS-SCREEN,4
11.5,1.28,2,DR2,64GB,1.5,3242,6,IPS,5
4.4,0.186,16,DR2,32GB,2.36,1028,3,IPS-LCD,6
13.6,3.84,2,DDR3,256GB,1.83,4274,1.3,IPS,1
15.0,4.87,16,DR2,512GB,2.92,3825,1.9,IPS-LCD,2
15.6,2.75,4,DDR3,128GB,2.43,3438,3.1,OLED,3
14.9,3.09,8,DR2,256GB,3.9,4388,1.3,OLED,4
11.5,1.24,16,DDR3,32GB,1.5,3386,8,AMOLED,5
4.7,0.133,8,DDR4,64GB,2.36,3075,2,IPS,6
14.9,4.84,16,DDR3,128GB,3.21,4190,1.3,IPS,1
14.7,4.38,4,DR2,256GB,2.45,2609,1.2,IPS,2
16.0,2.37,2,DR2,1TB,2.4,5157,3.1,OLED,3
13.9,3.6,16,DDR3,512GB,4.2,4995,3.1,IPS-LCD,4
11.6,0.93,2,DR2,32GB,1.3,3570,3,LED,5
4.3,0.173,2,DDR3,64GB,1.5,2193,6,LED,6
14.3,5.12,2,DDR3,1TB,3.01,2239,2.1,IPS,1
15.5,4.17,16,DDR3,256GB,2.76,2562,2.1,IPS,2
15.7,2.56,2,DDR4,1TB,2.95,5172,1.3,OLED,3
15.4,3.48,8,DDR3,128GB,4.15,4448,1.3,LED,4
11.7,1.32,2,DDR3,64GB,1.8,4251,4,AMOLED,5
3.1,0.133,16,DDR4,16GB,1.5,2445,108,IPS-LCD,6
14.2,5.53,4,DDR3,128GB,2.21,3880,4,AMOLED,1
14.6,4.54,8,DDR3,512GB,2.31,3120,1.3,IPS,2
15.9,2.57,2,DDR4,256GB,3.25,5583,4,LTPS-SCREEN,3
13.8,3.37,16,DDR3,128GB,4.18,4139,1.3,IPS-LCD,4
10.1,1.34,2,DDR4,32GB,2.36,2819,3,IPS,5
3.6,0.165,4,DDR4,16GB,1.5,2583,2,LED,6
13.0,4.01,8,DR2,1TB,2.33,2201,3.1,OLED,1
15.4,4.07,8,DDR4,256GB,2.96,2520,3.1,IPS-LCD,2
15.8,2.87,4,DDR4,128GB,2.53,4655,1.2,IPS-LCD,3
14.7,3.28,4,DDR4,1TB,3.91,4597,2.1,IPS,4
10.4,1.39,16,DR2,32GB,1.5,2690,10,LTPS-SCREEN,5
5.3,0.189,8,DDR4,64GB,2.96,2448,8,IPS,6
13.1,2.7,8,DDR3,128GB,3.22,2517,4,AMOLED,1
15.3,4.44,16,DDR3,256GB,2.81,3658,1.3,LED,2
15.6,2.95,4,DR2,256GB,3.02,4598,2.1,AMOLED,3
15.1,3.18,16,DR2,256GB,4.33,4318,1.2,IPS,4
11.5,0.86,8,DDR3,32GB,1.5,3777,6,LTPS-SCREEN,5
4.2,0.19,16,DDR4,128GB,2.5,1906,108,LTPS-SCREEN,6
13.4,7.39,2,DDR3,1TB,3.45,2983,1.2,LTPS-SCREEN,1
15.1,4.58,2,DR2,512GB,2.64,3626,1.2,IPS-LCD,2
15.8,2.64,8,DDR3,256GB,2.5,4867,4,LTPS-SCREEN,3
14.1,3.36,8,DDR3,128GB,4.29,4208,3.1,LTPS-SCREEN,4
11.3,0.8,8,DDR4,16GB,1.3,3584,8,LTPS-SCREEN,5
3.1,0.173,2,DR2,128GB,1.3,1600,48,IPS,6
15.5,6.0,2,DDR4,1TB,3.01,3495,3.1,LED,1
14.6,5.89,8,DR2,1TB,2.58,3915,2.1,OLED,2
15.8,2.42,16,DDR3,512GB,2.58,5961,2.1,LED,3
15.1,3.26,2,DR2,128GB,3.74,4251,4,AMOLED,4
9.9,1.39,4,DDR3,32GB,1.3,2931,13,AMOLED,5
5.3,0.135,16,DDR4,128GB,2.96,2779,6,LED,6
14.6,5.17,4,DDR3,128GB,3.48,2803,2.1,OLED,1
15.4,5.79,8,DDR3,128GB,2.44,2656,4,IPS-LCD,2
15.8,2.73,8,DR2,1TB,2.53,2168,1.3,IPS,3
14.8,3.54,4,DDR3,128GB,3.76,4674,3.1,IPS,4
10.3,0.87,4,DR2,32GB,1.5,4003,10,IPS-LCD,5
5.4,0.13,4,DR2,32GB,2.5,2116,32,LED,6
13.8,7.91,8,DDR3,512GB,1.83,2487,3.1,AMOLED,1
14.6,4.12,16,DR2,1TB,2.73,3701,4,LTPS-SCREEN,2
15.9,2.47,16,DR2,512GB,3.06,3434,1.9,LED,3
14.7,3.39,16,DDR4,256GB,4.16,4115,4,IPS,4
11.3,0.92,4,DR2,16GB,1.5,3051,13,IPS-LCD,5
